Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Algeria,12,[Total],MAC,1995.292602539,31.81823,"2002 MCH,Birth Histories (Extrapolated),2002 MCH report,149-147-39458",Extrapolated from Truncated Birth Histories,Survey,PAPFAM,149,Algeria 2002 Enquête sur la santé de la famille,2002 MCH,2002,2002,Enquête Algérienne sur la Santé de la Famille 2002 - Rapport Principal,2004
Algeria,12,[Total],MAC,1997.981861,32.48165,"1998 Census,Recent births,RGPH 1998. Report,1515-62-39463",Recent births,Census,Census,1515,Algeria 1998 Census,1998 Census,1998,1998,RGPH 1998. Report,2000
Algeria,12,[Total],MAC,2000.291238,32.11053,"2002 MCH,Direct,2002 MCH report,149-16-39458",Direct,Survey,PAPFAM,149,Algeria 2002 Enquête sur la santé de la famille,2002 MCH,2002,2002,Enquête Algérienne sur la Santé de la Famille 2002 - Rapport Principal,2004
Algeria,12,[Total],MAC,2005.834017,33.10187,"2006 MICS,Recent births,MICS3,1913-62-40558",Recent births,Survey,MICS,1913,Algeria 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,MICS3 report,2007
Algeria,12,[Total],MAC,2007.812114,31.84426,"2008 Census,Recent births,Natalité, fécondité et reproduction en Algérie à travers les résultats du RGPH 2008,4703-62-40564",Recent births,Census,Census,4703,Algeria 2008 Census,2008 Census,2008,2008,"Natalité, fécondité et reproduction en Algérie à travers les résultats du RGPH 2008",2011
Algeria,12,[Total],MAC,2008.5,31.875,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2008,2008,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2009.5,31.83737,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2009,2009,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2010.5,31.66158,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2010,2010,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2011.5,31.58434,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2011,2011,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2012.5,31.48742,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2012,2012,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2013.5,31.43699,"Register,Direct,Demographie Algerienne 2013,495-16-40561",Direct,Register,VR,495,Vital Registration,Register,2013,2013,Demographie Algerienne 2013,2014
Algeria,12,[Total],MAC,2015.501369863,31.8294,NSO_2018,Official estimates,Estimate,Estimate,2030,All sources of estimates,Estimates,2015,2015,"Population,Natalité,Fécondité et Nuptialité",2018
Angola,24,[Total],MAC,1996.795,29.29708,1996 MICS,Birth histories,Survey,MICS,1908,Angola 1996 Multiple Indicator Cluster Survey,1996 MICS,1996,1996,"1996 MICS, Report, Table7.4.2. P.111",
Angola,24,[Total],MAC,1998.499023438,30.13009,"2015-2016 DHS,Birth Histories (Extrapolated),DHS,5805-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5805,Angola 2015-2016 Demographic and Health Survey,2015-2016 DHS,2015,2016,DHS Statcompiler,2012
Angola,24,[Total],MAC,2003.5,30.00659,"2015-2016 DHS,Birth Histories (Extrapolated),DHS,5805-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5805,Angola 2015-2016 Demographic and Health Survey,2015-2016 DHS,2015,2016,DHS Statcompiler,2012
Angola,24,[Total],MAC,2005.58203125,28.58097,"2006-2007 MIS,Direct,DHS,2272-16-39167",Direct,Survey,MIS,2272,Angola 2006-2007 Malaria Indicators Survey (MIS),2006-2007 MIS,2006,2007,DHS Statcompiler,2012
Angola,24,[Total],MAC,2008.5,29.85858,"2015-2016 DHS,Birth Histories (Extrapolated),DHS,5805-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5805,Angola 2015-2016 Demographic and Health Survey,2015-2016 DHS,2015,2016,DHS Statcompiler,2012
Angola,24,[Total],MAC,2013.5,29.17724,"2015-2016 DHS,Direct,DHS,5805-16-39167",Direct,Survey,DHS,5805,Angola 2015-2016 Demographic and Health Survey,2015-2016 DHS,2015,2016,DHS Statcompiler,2012
Angola,24,[Total],MAC,2014.5,29.04465,"2015-2016 DHS,Direct,DHS,5805-16-39167",Direct,Survey,DHS,5805,Angola 2015-2016 Demographic and Health Survey,2015-2016 DHS,2015,2016,DHS Statcompiler,2012
Antigua and Barbuda,28,[Total],MAC,1991.5,26.70003,"Register,Computed rate from DYB,DYB,443-135-58",Computed rate from DYB,Register,VR,443,Vital Registration,Register,1991,1991,Demographic Yearbook,2005
Antigua and Barbuda,28,[Total],MAC,1992.5,27.286,"Register,Computed rate from DYB,DYB,443-135-58",Computed rate from DYB,Register,VR,443,Vital Registration,Register,1992,1992,Demographic Yearbook,2005
Antigua and Barbuda,28,[Total],MAC,1993.5,26.90531,"Register,Computed rate from DYB,DYB,443-135-58",Computed rate from DYB,Register,VR,443,Vital Registration,Register,1993,1993,Demographic Yearbook,2005
Antigua and Barbuda,28,[Total],MAC,1994.5,27.53689,"Register,Computed rate from DYB,DYB,443-135-58",Computed rate from DYB,Register,VR,443,Vital Registration,Register,1994,1994,Demographic Yearbook,2005
Antigua and Barbuda,28,[Total],MAC,1995.5,27.2202,"Register,Computed rate from DYB,DYB,443-135-58",Computed rate from DYB,Register,VR,443,Vital Registration,Register,1995,1995,Demographic Yearbook,2005
Antigua and Barbuda,28,[Total],MAC,1998.5,27.86506,"Register,Direct,CaribbeanStatsCHAP1-POPFAM,443-16-39272",Direct,Register,VR,443,Vital Registration,Register,1998,1998,CaribbeanStatsCHAP1-POPFAM,2006
Antigua and Barbuda,28,[Total],MAC,1999.5,27.73454,"Register,Direct,CaribbeanStatsCHAP1-POPFAM,443-16-39272",Direct,Register,VR,443,Vital Registration,Register,1999,1999,CaribbeanStatsCHAP1-POPFAM,2006
Antigua and Barbuda,28,[Total],MAC,2000.5,28.11227,"Register,Direct,CaribbeanStatsCHAP1-POPFAM,443-16-39272",Direct,Register,VR,443,Vital Registration,Register,2000,2000,CaribbeanStatsCHAP1-POPFAM,2006
Antigua and Barbuda,28,[Total],MAC,2001.5,27.79434,"Register,Direct,CaribbeanStatsCHAP1-POPFAM,443-16-39272",Direct,Register,VR,443,Vital Registration,Register,2001,2001,CaribbeanStatsCHAP1-POPFAM,2006
Antigua and Barbuda,28,[Total],MAC,2007.501369863,27.25906,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2007,2007,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2008.502739726,26.99291,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2008,2008,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2009.501369863,27.54254,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2009,2009,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2010.501369863,27.51952,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2010,2010,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2011.501369863,27.6018,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2011,2011,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2012.502739726,27.91404,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2012,2012,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2013.501369863,27.93878,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2013,2013,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2014.501369863,28.41576,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2014,2014,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2015.501369863,27.86899,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2015,2015,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2016.502739726,28.21731,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2016,2016,Population and Demography Data,2019
Antigua and Barbuda,28,[Total],MAC,2017.501369863,28.40909,"Register,Computed rate, Unadjusted",Direct,Register,VR,443,Vital Registration,Register,2017,2017,Population and Demography Data,2019
Argentina,32,[Total],MAC,1980.502739726,27.77053,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1980,1980,INDEC,2018
Argentina,32,[Total],MAC,1981.501369863,27.73274,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1981,1981,INDEC,2018
Argentina,32,[Total],MAC,1982.501369863,27.84905,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1982,1982,INDEC,2018
Argentina,32,[Total],MAC,1983.501369863,27.89477,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1983,1983,INDEC,2018
Argentina,32,[Total],MAC,1984.502739726,27.72398,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1984,1984,INDEC,2018
Argentina,32,[Total],MAC,1985.501369863,27.72507,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1985,1985,INDEC,2018
Argentina,32,[Total],MAC,1986.501369863,27.71453,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1986,1986,INDEC,2018
Argentina,32,[Total],MAC,1987.501369863,27.71489,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1987,1987,INDEC,2018
Argentina,32,[Total],MAC,1988.502739726,27.73554,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1988,1988,INDEC,2018
Argentina,32,[Total],MAC,1989.501369863,27.71689,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1989,1989,INDEC,2018
Argentina,32,[Total],MAC,1990.501369863,27.7128,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1990,1990,INDEC,2018
Argentina,32,[Total],MAC,1991.501369863,27.63552,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1991,1991,INDEC,2018
Argentina,32,[Total],MAC,1992.502739726,27.66684,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1992,1992,INDEC,2018
Argentina,32,[Total],MAC,1993.501369863,27.63988,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1993,1993,INDEC,2018
Argentina,32,[Total],MAC,1994.501369863,27.68387,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1994,1994,INDEC,2018
Argentina,32,[Total],MAC,1995.501369863,27.64747,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1995,1995,INDEC,2018
Argentina,32,[Total],MAC,1996.502739726,27.71276,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1996,1996,INDEC,2018
Argentina,32,[Total],MAC,1997.501369863,27.66238,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1997,1997,INDEC,2018
Argentina,32,[Total],MAC,1998.501369863,27.74179,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1998,1998,INDEC,2018
Argentina,32,[Total],MAC,1999.501369863,27.80643,VR_Census,Direct,Register,VR,434,Vital Registration,Register,1999,1999,INDEC,2018
Argentina,32,[Total],MAC,2000.502739726,27.81108,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2000,2000,INDEC,2018
Argentina,32,[Total],MAC,2001.501369863,27.90783,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2001,2001,INDEC,2018
Argentina,32,[Total],MAC,2002.501369863,27.91162,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2002,2002,INDEC,2018
Argentina,32,[Total],MAC,2003.501369863,28.09759,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2003,2003,INDEC,2018
Argentina,32,[Total],MAC,2004.502739726,27.99971,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2004,2004,INDEC,2018
Argentina,32,[Total],MAC,2005.501369863,27.98923,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2005,2005,INDEC,2018
Argentina,32,[Total],MAC,2006.501369863,27.92536,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2006,2006,INDEC,2018
Argentina,32,[Total],MAC,2007.501369863,27.85886,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2007,2007,INDEC,2018
Argentina,32,[Total],MAC,2008.502739726,27.92108,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2008,2008,INDEC,2018
Argentina,32,[Total],MAC,2009.501369863,27.89393,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2009,2009,INDEC,2018
Argentina,32,[Total],MAC,2010.5,27.88685,"Register,Computed rate from DYB,DYB,434-135-39165",Computed rate from DYB,Register,VR,434,Vital Registration,Register,2010,2010,Demographic Yearbook,2011
Argentina,32,[Total],MAC,2010.501369863,27.93567,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2010,2010,INDEC,2018
Argentina,32,[Total],MAC,2011.501369863,27.94846,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2011,2011,INDEC,2018
Argentina,32,[Total],MAC,2012.5,27.87803,"Register,Computed rate from DYB,DYB,434-135-39166",Computed rate from DYB,Register,VR,434,Vital Registration,Register,2012,2012,Demographic Yearbook,2012
Argentina,32,[Total],MAC,2012.502739726,27.96945,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2012,2012,INDEC,2018
Argentina,32,[Total],MAC,2013.501369863,27.94538,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2013,2013,INDEC,2018
Argentina,32,[Total],MAC,2014.5,27.97487,"Register,Computed rate from DYB,DYB,434-135-39443",Computed rate from DYB,Register,VR,434,Vital Registration,Register,2014,2014,Demographic Yearbook,2015
Argentina,32,[Total],MAC,2014.501369863,27.97148,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2014,2014,INDEC,2018
Argentina,32,[Total],MAC,2015.5,28.06157,"Register,Computed rate from DYB,DYB,434-135-39443",Computed rate from DYB,Register,VR,434,Vital Registration,Register,2015,2015,Demographic Yearbook,2015
Argentina,32,[Total],MAC,2015.501369863,28.07167,VR_Census,Direct,Register,VR,434,Vital Registration,Register,2015,2015,INDEC,2018
Armenia,51,[Total],MAC,1961.5,29.28463,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1961,1961,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1962.5,29.18869,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1962,1962,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1963.5,28.81405,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1963,1963,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1964.5,28.58912,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1964,1964,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1965.5,28.46545,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1965,1965,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1966.5,28.32757,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1966,1966,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1967.5,28.1324,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1967,1967,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1968.5,28,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1968,1968,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1969.5,27.93114,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1969,1969,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1970.5,27.75118,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1970,1970,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1971.5,27.69009,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1971,1971,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1972.5,27.53665,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1972,1972,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1973.5,27.17844,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1973,1973,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1974.5,26.92434,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1974,1974,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1975.5,26.9123,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1975,1975,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1976.5,26.6412,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1976,1976,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1977.5,26.3194,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1977,1977,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1978.5,26.14939,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1978,1978,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1979.5,25.86236,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1979,1979,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1980.5,25.69436,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1980,1980,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1981.5,25.57454,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1981,1981,Tabulated data provided by NSO,2018
Armenia,51,[Total],MAC,1982.5,25.39222,NSO.201802,Direct,Register,VR,439,Vital Registration,Register,1982,1982,Tabulated data provided by NSO,2018
